PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN_partial,Move_numbers,correct_moves,puzzle_solved,total_moves,accuracy_percentage,error,aggressive_move,positional_move,neutral_move,final_consensus_move,debate_history,single_model_response,single_model_move,single_model_prompt_tokens,single_model_completion_tokens,single_model_total_tokens,single_model_model,single_model_finish_reason,moderator_decision,judge_decision,debate_v2_history,aggressive_prompt_tokens,aggressive_completion_tokens,aggressive_total_tokens,aggressive_model,aggressive_finish_reason,aggressive_response,positional_prompt_tokens,positional_completion_tokens,positional_total_tokens,positional_model,positional_finish_reason,positional_response,neutral_prompt_tokens,neutral_completion_tokens,neutral_total_tokens,neutral_model,neutral_finish_reason,neutral_response,moderator_prompt_tokens,moderator_completion_tokens,moderator_total_tokens,moderator_model,moderator_finish_reason,moderator_response,judge_prompt_tokens,judge_completion_tokens,judge_total_tokens,judge_model,judge_finish_reason,judge_response,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,self_consistency_total_prompt_tokens,self_consistency_total_completion_tokens,self_consistency_total_tokens,debate_total_prompt_tokens,debate_total_completion_tokens,debate_total_tokens,single_model_total_prompt_tokens,single_model_total_completion_tokens,prompt_token_log,self_consistency_prompt_log,debate_prompt_log,single_model_prompt_log,planned_sequences,debate_rounds,early_consensus,single_model_fallback,both_models_failed,debate_success,final_reason,supported_side,board_fen,played_plies,current_turn,is_white_to_move,user_prompt,system_prompt
fIvUy,7k/pp4pp/8/6P1/3bq3/BN5P/5P2/1K1R3R w - - 5 36,b1a2 e4c2 a3b2 c2b2,1064,83,94,1260,endgame master masterVsMaster mate mateIn2 short superGM,https://lichess.org/uQy94RKA#71,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/uQy94RKA""]
[Date ""2023.09.07""]
[Round ""?""]
[White ""Reti_Chesspert""]
[Black ""athena-pallada""]
[Result ""0-1""]
[GameId ""uQy94RKA""]
[UTCDate ""2023.09.07""]
[UTCTime ""11:20:32""]
[WhiteElo ""2734""]
[BlackElo ""2914""]
[WhiteRatingDiff ""-3""]
[BlackRatingDiff ""+3""]
[WhiteTitle ""GM""]
[BlackTitle ""GM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""D25""]
[Opening ""Queen's Gambit Accepted: Janowski-Larsen Variation""]
[Termination ""Normal""]

1. Nf3 d5 2. d4 Nf6 3. c4 dxc4 4. e3 Bg4 5. Bxc4 e6 6. h3 Bh5 7. Nc3 Nc6 8. Be2
Bd6 9. g4 Bg6 10. Nh4 Be4 11. Nxe4 Nxe4 12. Nf3 O-O 13. Bd3 f5 14. Qb3 Kh8 15.
Qxe6 Nb4 16. Bb1 Rf6 17. Qb3 Qe7 18. g5 Re6 19. a3 f4 20. Bxe4 Rxe4 21. axb4
fxe3 22. Bxe3 Rf8 23. Nd2 Rxd4 24. O-O-O Rxb4 25. Qc2 Qe6 26. Kb1 Be5 27. Bc5
Rxb2+ 28. Qxb2 Bxb2 29. Bxf8 Bd4 30. Ba3 Qa6 31. Ka2 Qe6+ 32. Nb3 c5 33. Bxc5
Qa6+ 34. Ba3 Qe2+ 35. Kb1 Qe4+ 36. Ka2 0-1",71,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
ZlzMg,r5k1/2pb1p2/p2p1R2/1p4pQ/8/8/PPPn1KPP/4r3 b - - 2 21,d2e4 f2e1 e4f6 h5g5 g8h7 g5f6,974,93,88,465,advantage endgame fork long,https://lichess.org/Lp4AjjUj/black#42,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/Lp4AjjUj""]
[Date ""2022.01.01""]
[Round ""?""]
[White ""Heelllooo""]
[Black ""e7e8""]
[Result ""1-0""]
[GameId ""Lp4AjjUj""]
[UTCDate ""2022.01.01""]
[UTCTime ""18:23:09""]
[WhiteElo ""1645""]
[BlackElo ""1641""]
[WhiteRatingDiff ""+5""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""C30""]
[Opening ""King's Gambit Declined: Queen's Knight Defense""]
[Termination ""Normal""]

1. e4 e5 2. f4 Nc6 3. Nf3 d6 4. Bb5 exf4 5. d4 Bd7 6. Bxf4 Nf6 7. O-O a6 8. Ba4
b5 9. Bb3 Be7 10. Nc3 O-O 11. Ng5 h6 12. e5 hxg5 13. exf6 Bxf6 14. Bd2 Nxd4 15.
Qh5 Re8 16. Nd5 Nxb3 17. Nxf6+ Qxf6 18. Rxf6 gxf6 19. Rf1 Nxd2 20. Rxf6 Re1+
21. Kf2 Ne4+ 1-0",42,0,False,3.0,33.33333333333333,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
uMeJi,r2qkb1r/pp3ppp/2p1p3/4N3/3Pb1PP/8/PP6/R1BQKB1R w KQkq - 0 15,h1g1 d8h4 e1e2 h4h2,1801,76,85,835,advantage master opening short,https://lichess.org/JanppnSH#29,Slav_Defense Slav_Defense_Quiet_Variation,"[Event ""2nd Streamers' Teams Friendly Team Battle""]
[Site ""https://lichess.org/JanppnSH""]
[Date ""2021.02.06""]
[Round ""?""]
[White ""Jaro96""]
[Black ""Checkitas""]
[Result ""1-0""]
[GameId ""JanppnSH""]
[UTCDate ""2021.02.06""]
[UTCTime ""15:22:24""]
[WhiteElo ""2303""]
[BlackElo ""2289""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-5""]
[BlackTitle ""WGM""]
[Variant ""Standard""]
[TimeControl ""180+1""]
[ECO ""D11""]
[Opening ""Slav Defense: Quiet Variation, Pin Defense""]
[Termination ""Time forfeit""]

1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bg4 5. Nbd2 e6 6. h3 Bh5 7. g4 Bg6 8. Ne5
Nbd7 9. h4 dxc4 10. Ndxc4 Be4 11. f3 Bd5 12. e4 Nxe5 13. Nxe5 Nxe4 14. fxe4
Bxe4 15. Rg1 1-0",29,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
RkzY5,r4r1k/1pp3pp/p1np2q1/8/2B5/2P1QNP1/PP3P1P/1bKR3R w - - 4 18,f3h4 g6c2,811,135,68,32,mate mateIn1 middlegame oneMove,https://lichess.org/MU0PN5Tm#35,Scotch_Game Scotch_Game_Classical_Variation,"[Event ""rated blitz game""]
[Site ""https://lichess.org/MU0PN5Tm""]
[Date ""2022.02.10""]
[Round ""?""]
[White ""Acitadel""]
[Black ""abaayy""]
[Result ""0-1""]
[GameId ""MU0PN5Tm""]
[UTCDate ""2022.02.10""]
[UTCTime ""15:14:30""]
[WhiteElo ""1654""]
[BlackElo ""1744""]
[WhiteRatingDiff ""-4""]
[BlackRatingDiff ""+90""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""C45""]
[Opening ""Scotch Game: Classical Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. c3 Qf6 6. Be3 Nxd4 7. Bxd4 Bxd4
8. Qxd4 Qg6 9. Nd2 Ne7 10. O-O-O Nc6 11. Qe3 d6 12. Bb5 O-O 13. g3 a6 14. Be2
f5 15. exf5 Bxf5 16. Nf3 Bb1 17. Bc4+ Kh8 18. Nh4 0-1",35,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
Anj44,7Q/p2K4/8/8/2q5/8/P4k2/8 b - - 26 63,c4a2 h8h2 f2e3 h2a2,1136,80,94,1240,crushing endgame queenEndgame short skewer,https://lichess.org/HiriuLAK/black#126,,"[Event ""26th Rapid League 1 Team Battle""]
[Site ""https://lichess.org/HiriuLAK""]
[Date ""2023.03.20""]
[Round ""?""]
[White ""Wunderkind777isma""]
[Black ""seferduran""]
[Result ""1-0""]
[GameId ""HiriuLAK""]
[UTCDate ""2023.03.20""]
[UTCTime ""18:10:27""]
[WhiteElo ""1880""]
[BlackElo ""2108""]
[WhiteRatingDiff ""+10""]
[BlackRatingDiff ""-10""]
[Variant ""Standard""]
[TimeControl ""420+5""]
[ECO ""D02""]
[Opening ""Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan""]
[Termination ""Time forfeit""]

1. d4 Nf6 2. Nf3 d5 3. g3 Bg4 4. Bg2 Bxf3 5. Bxf3 e6 6. O-O Nbd7 7. Re1 Be7 8.
Nd2 O-O 9. c4 c6 10. cxd5 cxd5 11. e4 dxe4 12. Nxe4 Qb6 13. Be3 Nd5 14. b3 Rac8
15. Rc1 Ba3 16. Rc2 Rc6 17. Rxc6 bxc6 18. Qc2 g6 19. Nc5 Nxc5 20. dxc5 Qb4 21.
Bd2 Qxc5 22. Qxc5 Bxc5 23. Rc1 Bb6 24. Rxc6 Rd8 25. Bxd5 Rxd5 26. Rc8+ Kg7 27.
Bc3+ e5 28. Re8 Bd4 29. Bb4 h5 30. Bf8+ Kh7 31. Kg2 Rd7 32. h4 f5 33. Re7+ Rxe7
34. Bxe7 e4 35. b4 Kg8 36. Bc5 Bxc5 37. bxc5 Kf7 38. Kf1 Ke6 39. Ke2 Kd5 40.
Ke3 Kxc5 41. Kf4 Kd4 42. Kg5 Ke5 43. Kxg6 f4 44. gxf4+ Kxf4 45. Kxh5 Kf3 46.
Kg6 Kxf2 47. h5 e3 48. h6 e2 49. h7 e1=Q 50. h8=Q Qe4+ 51. Kf7 Qd5+ 52. Ke7
Qb7+ 53. Kd6 Qb6+ 54. Kd5 Qb5+ 55. Kd6 Qb4+ 56. Kc7 Qb6+ 57. Kd7 Qb7+ 58. Ke6
Qb6+ 59. Kd5 Qb5+ 60. Ke4 Qc4+ 61. Kf5 Qd3+ 62. Ke6 Qc4+ 63. Kd7 Qxa2 1-0",126,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
zcgH1,8/4R3/6p1/5rP1/2pk1P2/6K1/8/8 w - - 6 51,e7d7 f5d5 d7c7 c4c3 g3f2 d4d3,2309,78,87,231,crushing defensiveMove endgame long master masterVsMaster rookEndgame,https://lichess.org/odNIOAkF#101,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/odNIOAkF""]
[Date ""2021.08.08""]
[Round ""?""]
[White ""readycash""]
[Black ""FlinkerFreddy""]
[Result ""0-1""]
[GameId ""odNIOAkF""]
[UTCDate ""2021.08.08""]
[UTCTime ""22:19:21""]
[WhiteElo ""2535""]
[BlackElo ""2548""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+5""]
[WhiteTitle ""IM""]
[BlackTitle ""FM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""E69""]
[Opening ""King's Indian Defense: Fianchetto Variation, Classical Main Line""]
[Termination ""Time forfeit""]

1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 Nbd7 7. O-O e5 8. h3
c6 9. e4 exd4 10. Nxd4 Nb6 11. b3 d5 12. c5 Nxe4 13. Nxe4 dxe4 14. cxb6 Qxd4
15. Ba3 Qxa1 16. Qxa1 Bxa1 17. Bxf8 Kxf8 18. Rxa1 axb6 19. Bxe4 Bxh3 20. a4 Be6
21. b4 Bb3 22. a5 bxa5 23. bxa5 Bc4 24. f4 Ke7 25. Kf2 Bb5 26. Ke3 b6 27. a6
Ra7 28. Rc1 Kd6 29. g4 Rxa6 30. g5 Ra3+ 31. Kf2 Ra2+ 32. Ke3 Rh2 33. Ra1 Rh3+
34. Kf2 Bc4 35. Ra8 b5 36. Rb8 Kc5 37. Rc8 Bd5 38. Bxd5 Kxd5 39. Rc7 b4 40.
Rxf7 b3 41. Rb7 b2 42. Kg2 Rd3 43. Rxb2 c5 44. Rb7 Ke4 45. Rc7 Rd5 46. Kg3 Rf5
47. Rxh7 c4 48. Rc7 Kd3 49. Rd7+ Ke3 50. Re7+ Kd4 51. Rd7+ 0-1",101,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
FtckX,2r4r/p4p2/5k2/3Qpp2/N7/1P6/q1PR1KR1/8 b - - 0 38,c8c2 d5d6,917,81,100,127,master mate mateIn1 middlegame oneMove,https://lichess.org/Rlg9eeXQ/black#76,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/Rlg9eeXQ""]
[Date ""2025.03.13""]
[Round ""?""]
[White ""schachkasper64""]
[Black ""renathy""]
[Result ""1-0""]
[GameId ""Rlg9eeXQ""]
[UTCDate ""2025.03.13""]
[UTCTime ""18:09:49""]
[WhiteElo ""2185""]
[BlackElo ""2234""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-6""]
[BlackTitle ""WFM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""B33""]
[Opening ""Sicilian Defense: Open""]
[Termination ""Normal""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nc3 Qc7 7. Bc4 e6 8.
O-O d5 9. exd5 cxd5 10. Bb5+ Bd7 11. Bxd7+ Qxd7 12. Bg5 Be7 13. Re1 O-O 14. Qd3
Rfe8 15. Rad1 Rab8 16. b3 h6 17. Bh4 Rbc8 18. Na4 Qc6 19. Bxf6 Bxf6 20. Re2
Red8 21. f4 g6 22. g3 h5 23. h4 Rc7 24. Kh2 Rdc8 25. Rdd2 Kg7 26. Qf3 Qb5 27.
f5 gxf5 28. Qxh5 Rh8 29. Qf3 Qb4 30. Kg2 Bxh4 31. gxh4 Qxh4 32. Kf1 Rcc8 33.
Rg2+ Kf6 34. Ke2 Qh1 35. Kf2 Qb1 36. Qd3 Qxa2 37. Qd4+ e5 38. Qxd5 Rxc2 1-0",76,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
xAdCI,r3k2r/1pp2pp1/p1n1p1qp/3p4/1b1P2P1/P1N1PN1P/1PbQBP2/R3K2R b KQkq - 0 12,c2e4 a3b4 e4f3 e2f3,1570,74,90,223,advantage middlegame short,https://lichess.org/4U1VnbKP/black#24,Rapport-Jobava_System Rapport-Jobava_System_Other_variations,"[Event ""GM JonathanHawkins Arena""]
[Site ""https://lichess.org/4U1VnbKP""]
[Date ""2020.06.18""]
[Round ""?""]
[White ""harrythebk""]
[Black ""CuteTeenyCold""]
[Result ""1/2-1/2""]
[GameId ""4U1VnbKP""]
[UTCDate ""2020.06.18""]
[UTCTime ""15:57:01""]
[WhiteElo ""1671""]
[BlackElo ""1668""]
[WhiteRatingDiff ""+0""]
[BlackRatingDiff ""+0""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D01""]
[Opening ""Rapport-Jobava System""]
[Termination ""Normal""]

1. d4 d5 2. Nc3 Nf6 3. Bf4 a6 4. e3 Nc6 5. Nf3 Bf5 6. Be2 e6 7. h3 Bb4 8. Bg5
h6 9. Bxf6 Qxf6 10. Qd2 Qg6 11. g4 Bxc2 12. a3 Be4 1/2-1/2",24,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
hNgCd,r7/ppp1q1k1/3p1rpn/3Pp1N1/2P2P1P/P7/1P4K1/R2QR3 b - - 2 25,f6f4 g5e6 g7f7 e6f4,1053,78,76,66,advantage fork middlegame short,https://lichess.org/XbbAG5ku/black#50,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/XbbAG5ku""]
[Date ""2020.12.09""]
[Round ""?""]
[White ""Eyadabbas1""]
[Black ""catello2000""]
[Result ""1-0""]
[GameId ""XbbAG5ku""]
[UTCDate ""2020.12.09""]
[UTCTime ""19:11:43""]
[WhiteElo ""2037""]
[BlackElo ""1975""]
[WhiteRatingDiff ""+5""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""B06""]
[Opening ""Modern Defense""]
[Termination ""Normal""]

1. d4 g6 2. e4 Bg7 3. c4 d6 4. h3 Nd7 5. Nf3 e5 6. d5 Ne7 7. Nc3 O-O 8. a3 f5
9. Bd3 Nf6 10. O-O fxe4 11. Nxe4 Bf5 12. Nxf6+ Rxf6 13. Bg5 Rf7 14. Bxf5 Rxf5
15. g4 Rf7 16. Nh4 Bf6 17. Nf3 Kg7 18. h4 h6 19. Bxf6+ Rxf6 20. g5 Rf7 21. Kg2
Nf5 22. gxh6+ Nxh6 23. Ng5 Rf6 24. f4 Qe7 25. Re1 Rxf4 1-0",50,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
B4iwI,8/8/3k4/1p1p1p1p/p2RpPr1/P1P1P1PK/1P6/8 w - - 1 38,h3g2 h5h4 g2h3 g4g3,1431,75,86,105,crushing endgame rookEndgame short,https://lichess.org/lX2qDByJ#75,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/lX2qDByJ""]
[Date ""2021.07.04""]
[Round ""?""]
[White ""mehdinasir79""]
[Black ""filip1122""]
[Result ""0-1""]
[GameId ""lX2qDByJ""]
[UTCDate ""2021.07.04""]
[UTCTime ""12:28:46""]
[WhiteElo ""1974""]
[BlackElo ""2050""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+5""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A40""]
[Opening ""Queen's Pawn Game: Modern Defense""]
[Termination ""Normal""]

1. d4 g6 2. Bf4 Bg7 3. Nf3 Nc6 4. e3 d6 5. c3 e5 6. dxe5 Nxe5 7. Nxe5 dxe5 8.
Qxd8+ Kxd8 9. Bg3 Ke7 10. Nd2 Be6 11. Nf3 f6 12. a3 Rd8 13. Be2 Nh6 14. Bh4 Nf5
15. Bg3 Nxg3 16. hxg3 h5 17. O-O g5 18. Rfd1 c6 19. Nd2 f5 20. Bc4 b5 21. Bxe6
Kxe6 22. Nb3 Rd5 23. Rxd5 cxd5 24. Nc5+ Kd6 25. Nb7+ Kc6 26. Na5+ Kb6 27. Nb3
a5 28. Rd1 Rd8 29. Nd2 Bf6 30. f4 a4 31. Nf3 gxf4 32. gxf4 e4 33. Nd4 Bxd4 34.
Rxd4 Kc5 35. Kh2 Rg8 36. Kh3 Kd6 37. g3 Rg4 38. Kg2 0-1",75,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
7LY8A,8/2pk2p1/P1np3p/7P/1pPN2P1/4K1P1/8/8 w - - 4 46,d4c6 d7c6 a6a7 c6b7 a7a8q b7a8,872,85,96,251,crushing endgame long,https://lichess.org/rvBJefvG#91,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/rvBJefvG""]
[Date ""2024.04.02""]
[Round ""?""]
[White ""duldurga-play""]
[Black ""Javichess01""]
[Result ""0-1""]
[GameId ""rvBJefvG""]
[UTCDate ""2024.04.02""]
[UTCTime ""01:46:39""]
[WhiteElo ""1616""]
[BlackElo ""1616""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+9""]
[Variant ""Standard""]
[TimeControl ""300+3""]
[ECO ""C64""]
[Opening ""Ruy Lopez: Classical Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bb5 Bc5 4. O-O a6 5. Ba4 b5 6. Bb3 d6 7. d3 h6 8. c3 Nf6
9. Nbd2 O-O 10. Bd5 Nxd5 11. exd5 Ne7 12. c4 Bg4 13. Qc2 Ng6 14. a3 a5 15. h3
Bd7 16. Ne4 Bb6 17. Qb3 bxc4 18. dxc4 f5 19. Ng3 e4 20. Nh2 Qe7 21. Be3 Bxe3
22. Qxe3 f4 23. Qxe4 fxg3 24. Qxe7 Nxe7 25. fxg3 Rxf1+ 26. Rxf1 Rf8 27. Re1 Re8
28. Nf3 Nf5 29. Rxe8+ Bxe8 30. g4 Ne3 31. Nd2 Bg6 32. Kf2 Nc2 33. g3 Kf7 34. h4
Kf6 35. Kf3 Ke5 36. a4 Nd4+ 37. Ke3 Be8 38. b3 Bg6 39. h5 Bc2 40. b4 axb4 41.
a5 Ba4 42. a6 Bc6 43. dxc6 Nxc6 44. Nf3+ Ke6 45. Nd4+ Kd7 46. Nxc6 0-1",91,0,False,3.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
hNedI,r3r1k1/5pp1/1PN4p/8/8/1R2p1bP/P3R1P1/7K b - - 1 28,a8a2 e2a2 e3e2 a2e2,1948,74,99,753,advantage endgame hangingPiece short,https://lichess.org/CL5rticd/black#56,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/CL5rticd""]
[Date ""2024.02.29""]
[Round ""?""]
[White ""ayhamayham""]
[Black ""fornoreason33""]
[Result ""1-0""]
[GameId ""CL5rticd""]
[UTCDate ""2024.02.29""]
[UTCTime ""11:32:13""]
[WhiteElo ""1977""]
[BlackElo ""1877""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""600+5""]
[ECO ""B30""]
[Opening ""Sicilian Defense: Nyezhmetdinov-Rossolimo Attack""]
[Termination ""Normal""]

1. e4 c5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 bxc6 5. d3 d5 6. e5 Bf5 7. O-O h6 8. h3
e6 9. d4 Ne7 10. dxc5 Qc7 11. Re1 Ng6 12. c3 Bxc5 13. Qa4 O-O 14. Nd4 Be4 15.
f3 Bxb1 16. Rxb1 Nxe5 17. Kh1 Bd6 18. Bf4 Rfe8 19. Bxe5 Bxe5 20. Qxc6 Qxc6 21.
Nxc6 Bg3 22. Re2 a5 23. b4 axb4 24. cxb4 e5 25. b5 e4 26. fxe4 dxe4 27. b6 e3
28. Rb3 Rxa2 1-0",56,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
WmZxY,8/p7/1p1k1p1p/5p2/2PK1P2/P6P/6P1/8 w - - 0 30,g2g4 f5g4 h3g4 f6f5 g4g5 h6g5 f4g5 d6e6 g5g6 e6f6,2597,83,85,212,crushing endgame pawnEndgame veryLong,https://lichess.org/naEB2zPW#59,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/naEB2zPW""]
[Date ""2024.03.10""]
[Round ""?""]
[White ""Danylo_Lisnichuk""]
[Black ""Idrisrmrdc""]
[Result ""1-0""]
[GameId ""naEB2zPW""]
[UTCDate ""2024.03.10""]
[UTCTime ""10:47:59""]
[WhiteElo ""1806""]
[BlackElo ""1809""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""600+5""]
[ECO ""D20""]
[Opening ""Queen's Gambit Accepted""]
[Termination ""Normal""]

1. d4 d5 2. c4 dxc4 3. Nc3 e6 4. e4 Bb4 5. Bxc4 Nc6 6. d5 exd5 7. exd5 Qe7+ 8.
Be3 Bxc3+ 9. bxc3 Ne5 10. Bb5+ c6 11. dxc6 Nxc6 12. Nf3 Bd7 13. O-O O-O-O 14.
Bxc6 Bxc6 15. Qe2 Nf6 16. Rfd1 Rxd1+ 17. Rxd1 Rd8 18. Rxd8+ Qxd8 19. Bg5 Bxf3
20. Qxf3 Qd6 21. Bxf6 Qxf6 22. Qxf6 gxf6 23. f4 Kd7 24. Kf2 Ke6 25. Ke3 f5 26.
c4 b6 27. a3 f6 28. Kd4 Kd6 29. h3 h6 30. g4 1-0",59,0,False,5.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
2Z2JA,r4r2/5qpk/5R1B/pp1n4/2pP4/2P3Q1/5PBP/5RK1 b - - 0 23,f7f6 g2e4 h7g8 e4d5,1339,76,87,222,advantage fork middlegame pin short,https://lichess.org/uKAAroLj/black#46,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/uKAAroLj""]
[Date ""2022.09.27""]
[Round ""?""]
[White ""efourefiveffour""]
[Black ""Greenwich6""]
[Result ""1-0""]
[GameId ""uKAAroLj""]
[UTCDate ""2022.09.27""]
[UTCTime ""13:49:54""]
[WhiteElo ""2039""]
[BlackElo ""2259""]
[WhiteRatingDiff ""+8""]
[BlackRatingDiff ""-66""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D15""]
[Opening ""Slav Defense: Geller Gambit""]
[Termination ""Normal""]

1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4 b5 6. a4 Bd7 7. axb5 cxb5 8. Ne5
e6 9. g4 Bb4 10. Bg2 h6 11. Nxd7 Nbxd7 12. e5 Nd5 13. O-O Bxc3 14. bxc3 O-O 15.
Qf3 a6 16. Qg3 a5 17. g5 hxg5 18. Bxg5 f6 19. Bh6 Qe7 20. exf6 N7xf6 21. Rae1
Kh7 22. Rxe6 Qf7 23. Rxf6 Qxf6 1-0",46,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
